-0.0325571458,-0.0325571458,0.2297047639,3.872989532,8.8041689817
-0.1645710623,-0.1645710623,0.3177140415,4.2338275703,5.921865139
-0.0932309945,-0.0932309945,0.2701539963,4.0388313851,7.4794566186
-0.2956236457,-0.2956236457,0.4050824304,4.5920379649,3.0605504018
-0.1457289345,-0.1457289345,0.305152623,4.1823257545,6.3332515948
-0.0828943754,-0.0828943754,0.2632629169,4.0105779594,7.7051394703
-0.0474349192,-0.0474349192,0.2396232795,3.9136554459,8.479337596400001
-0.09714957120000001,-0.09714957120000001,0.2727663808,4.0495421612,7.3939010288
-0.1665578172,-0.1665578172,0.3190385448,4.2392580339,5.8784876559
-0.1410962248,-0.1410962248,0.3020641499,4.1696630145,6.4343990908
-0.027127903,-0.027127903,0.2260852687,3.8581496016,8.922707450100001
-0.1385692922,-0.1385692922,0.3003795281,4.1627560655,6.4895704522
-0.268120365,-0.268120365,0.38674691,4.516862331,3.6610386975
-0.0678518021,-0.0678518021,0.2532345347,3.9694615924,8.033568987300001
-0.237202063,-0.237202063,0.3661347087,4.4323523056,4.3360882901
-0.2558061464,-0.2558061464,0.3785374309,4.4832034668,3.9298991368
-0.056324961,-0.056324961,0.245549974,3.9379548935,8.2852383502
-0.2538010803,-0.2538010803,0.3772007202,4.4777229529,3.9736764128
-0.1968352305,-0.1968352305,0.339223487,4.3220162968,5.2174307995
-0.1729026154,-0.1729026154,0.3232684102,4.2566004821,5.7399595634
-0.1412701803,-0.1412701803,0.3021801202,4.1701384929,6.4306010622
-0.2703451643,-0.2703451643,0.3882301095,4.5229434491,3.612463912
-0.2516129032,-0.2516129032,0.3757419354,4.4717419354,4.0214516131
-0.277578051,-0.277578051,0.393052034,4.5427133395,3.4545458852
-0.1812799462,-0.1812799462,0.3288532975,4.2794985198,5.5570545063
-0.1373424481,-0.1373424481,0.2995616321,4.1594026916,6.5163565481
-0.1252754295,-0.1252754295,0.291516953,4.1264195073,6.7798197886
-0.1925138096,-0.1925138096,0.3363425397,4.3102044129,5.3117818236
-0.1768944364,-0.1768944364,0.3259296243,4.2675114596,5.6528048042
-0.1274727622,-0.1274727622,0.2929818414,4.13242555,6.7318446916
-0.0844416638,-0.0844416638,0.2642944425,4.0148072144,7.6713570062
-0.2080690938,-0.2080690938,0.3467127292,4.3527221899,4.9721581168
-0.2960814233,-0.2960814233,0.4053876155,4.5932892238,3.0505555898
-0.1184911648,-0.1184911648,0.2869941099,4.1078758506,6.9279429002
-0.2510177922,-0.2510177922,0.3753451948,4.4701152989,4.0344448684
-0.2578020569,-0.2578020569,0.3798680379,4.4886589556,3.8863217569
-0.0483230079,-0.0483230079,0.2402153386,3.9160828882,8.459947660899999
-0.186361278,-0.186361278,0.332240852,4.2933874934,5.4461120951
-0.2911374248,-0.2911374248,0.4020916165,4.5797756278,3.1584995577
-0.158189642,-0.158189642,0.3134597613,4.2163850214,6.0611928162
-0.2748039185,-0.2748039185,0.3912026123,4.5351307107,3.5151144446
-0.1177037873,-0.1177037873,0.2864691915,4.1057236853,6.9451339765
-0.1345225379,-0.1345225379,0.2976816919,4.1516949369,6.577924589
-0.1390362254,-0.1390362254,0.3006908169,4.1640323496,6.479375744
-0.2021637623,-0.2021637623,0.3427758415,4.3365809503,5.1010911896
-0.0748924222,-0.0748924222,0.2579282815,3.9887059541,7.8798487809
-0.1395855586,-0.1395855586,0.301057039,4.1655338602,6.4673819702
-0.1604235969,-0.1604235969,0.3149490646,4.2224911648,6.0124181344
-0.2464033936,-0.2464033936,0.3722689291,4.4575026093,4.135192572
-0.1558275093,-0.1558275093,0.3118850062,4.2099285255,6.1127660457
-0.0196569719,-0.0196569719,0.2211046479,3.8377290566,9.085822779400001
-0.2642109439,-0.2642109439,0.3841406292,4.50617658,3.7463943911
-0.2099551377,-0.2099551377,0.3479700918,4.3578773766,4.9309794916
-0.057185583,-0.057185583,0.246123722,3.9403072602,8.2664481039
-0.2850215155,-0.2850215155,0.3980143436,4.563058809,3.2920302445
-0.147459334,-0.147459334,0.3063062227,4.1870555131,6.295471206
-0.1053254799,-0.1053254799,0.2782169866,4.071889645,7.2153936889
-0.0788567766,-0.0788567766,0.2605711844,3.9995418561,7.7932937103
-0.09527268279999999,-0.09527268279999999,0.2715151219,4.0444119998,7.4348797572
-0.2274239325,-0.2274239325,0.359615955,4.4056254157,4.5495774718
-0.2284218878,-0.2284218878,0.3602812585,4.4083531601,4.5277887816
-0.1091891232,-0.1091891232,0.2807927488,4.08245027,7.1310374768
-0.06352122559999999,-0.06352122559999999,0.2503474837,3.9576246833,8.1281199076
-0.0392773216,-0.0392773216,0.2341848811,3.8913580125,8.6574451434
-0.1878810998,-0.1878810998,0.3332540665,4.2975416729,5.4129293196
-0.2049378948,-0.2049378948,0.3446252632,4.3441635792,5.0405226296
-0.1495742667,-0.1495742667,0.3077161778,4.1928363292,6.2492951751
-0.0762291329,-0.0762291329,0.2588194219,3.99235963,7.8506639309
-0.0412366099,-0.0412366099,0.2354910733,3.8967134006,8.614667348799999
-0.1499313333,-0.1499313333,0.3079542222,4.1938123111,6.2414992223
-0.0265511032,-0.0265511032,0.2257007354,3.8565730154,8.935300913100001
-0.297235023,-0.297235023,0.406156682,4.5964423962,3.0253686639
-0.111239967,-0.111239967,0.282159978,4.0880559098,7.0862607199
-0.2942503128,-0.2942503128,0.4041668752,4.5882841883,3.0905348372
-0.2056611834,-0.2056611834,0.3451074556,4.3461405682,5.0247308272
-0.1404736472,-0.1404736472,0.3016490981,4.1679613024,6.4479920353
-0.2207861568,-0.2207861568,0.3551907712,4.3874821619,4.6945022432
-0.0124790185,-0.0124790185,0.2163193456,3.8181093172,9.242541428999999
-0.154646443,-0.154646443,0.3110976287,4.2067002776,6.1385526601
-0.1509567552,-0.1509567552,0.3086378368,4.196615131,6.2191108435
-0.2591479232,-0.2591479232,0.3807652821,4.4923376567,3.85693701
-0.031980346,-0.031980346,0.2293202307,3.8714129458,8.8167624446
-0.2157139805,-0.2157139805,0.3518093203,4.3736182133,4.8052447589
-0.0903469954,-0.0903469954,0.2682313303,4.0309484542,7.5424239327
-0.2316263313,-0.2316263313,0.3624175542,4.4171119723,4.4578250987
-0.0300393688,-0.0300393688,0.2280262459,3.8661076081,8.8591404468
-0.0670918912,-0.0670918912,0.2527279274,3.9673845026,8.050160375100001
-0.1352000488,-0.1352000488,0.2981333658,4.1535468001,6.5631322675
-0.1870662556,-0.1870662556,0.3327108371,4.2953144321,5.4307200844
-0.2128757591,-0.2128757591,0.3499171727,4.3658604083,4.8672125922
-0.1889248329,-0.1889248329,0.3339498886,4.3003945432,5.3901411484
-0.2175634021,-0.2175634021,0.3530422681,4.3786732992,4.7648657191
-0.1271065401,-0.1271065401,0.2927376934,4.1314245429,6.7398405412
-0.2361949522,-0.2361949522,0.3654633014,4.429599536,4.3580768766
-0.234867397,-0.234867397,0.3645782647,4.4259708852,4.3870618311
