-0.2270851771,-0.2270851771,0.3593901181,4.4046994842,4.5569736323
-0.1142338328,-0.1142338328,0.2841558885,4.096239143,7.0208946504
-0.0956846827,-0.0956846827,0.2717897885,4.0455381328,7.4258844267
-0.1945829645,-0.1945829645,0.3377219763,4.315860103,5.2666052743
-0.1431012909,-0.1431012909,0.3034008606,4.1751435285,6.3906218147
-0.2314340647,-0.2314340647,0.3622893765,4.4165864436,4.4620229197
-0.1036957914,-0.1036957914,0.2771305276,4.0674351634,7.2509752192
-0.0741325113,-0.0741325113,0.2574216742,3.9866288643,7.8964401687
-0.2061738944,-0.2061738944,0.3454492629,4.3475419781,5.0135366381
-0.0194372386,-0.0194372386,0.2209581591,3.8371284523,9.0906202889
-0.1683431501,-0.1683431501,0.3202287667,4.2441379436,5.8395078893
-0.2157506027,-0.2157506027,0.3518337351,4.3737183141,4.8044451736
-0.0612781151,-0.0612781151,0.2488520767,3.9514935147,8.1770944855
-0.0375926999,-0.0375926999,0.2330617999,3.8867533799,8.694226050699999
-0.1045014801,-0.1045014801,0.2776676534,4.069637379,7.2333843505
-0.0326395458,-0.0326395458,0.2297596972,3.8732147586,8.8023699154
-0.0181737723,-0.0181737723,0.2201158482,3.8336749778,9.1182059695
-0.0437818536,-0.0437818536,0.2371879024,3.9036704,8.5590961945
-0.2731192968,-0.2731192968,0.3900795312,4.530526078,3.5518953526
-0.1591326639,-0.1591326639,0.3140884426,4.2189626148,6.0406035036
-0.2130588702,-0.2130588702,0.3500392468,4.3663609118,4.8632146673
-0.201083407,-0.201083407,0.3420556047,4.3336279793,5.1246789455
-0.1602496413,-0.1602496413,0.3148330942,4.2220156864,6.016216163
-0.0548966948,-0.0548966948,0.2445977965,3.9340509658,8.3164221627
-0.1409497359,-0.1409497359,0.3019664906,4.1692626117,6.4375974309
-0.2962553788,-0.2962553788,0.4055035859,4.5937647022,3.0467575612
-0.299487289,-0.299487289,0.4076581926,4.6025985899,2.9761941898
-0.2837763603,-0.2837763603,0.3971842402,4.5596553849,3.3192161322
-0.1971098971,-0.1971098971,0.3394065981,4.3227670522,5.2114339123
-0.2945890682,-0.2945890682,0.4043927121,4.5892101198,3.0831386768
-0.2226996673,-0.2226996673,0.3564664448,4.392712424,4.6527239302
-0.2813776055,-0.2813776055,0.3955850703,4.5530987883,3.3715889464
-0.2703726309,-0.2703726309,0.3882484206,4.5230185247,3.6118642234
-0.0243629261,-0.0243629261,0.2242419507,3.850591998,8.983076113299999
